"osm_id","access","addr:housename","addr:housenumber","addr:interpolation","admin_level","aerialway","aeroway","amenity","area","barrier","bicycle","brand","bridge","boundary","building","capital","construction","covered","culvert","cutting","denomination","disused","ele","embankment","foot","generator:source","harbour","highway","historic","horse","intermittent","junction","landuse","layer","leisure","lock","man_made","military","motorcar","name","natural","office","oneway","operator","place","population","power","power_source","public_transport","railway","ref","religion","route","service","shop","sport","surface","toll","tourism","tower:type","tunnel","water","waterway","wetland","width","wood","z_order","way"
3162751061,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getsbi pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500389.1614752375 5107232.213974273)
3189877961,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikola Karev,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500574.063149445 5107255.451110367)
3162761361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kit Go,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,POINT (2500585.061515135 5107102.802029934)
3162794863,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shona,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500479.1076237983 5107075.662683723)
3162796461,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lastik,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500480.5547771784 5107093.090246295)
3162794862,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverli hils,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500383.484181207 5107065.533858477)
3162746562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makedonija (Sus mus),,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,POINT (2500373.799385508 5107049.89378166)
3187756106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T-Mobile,,,,,,,,,,,,,,,electronics,,,,,,,,,,,,,POINT (2500370.0701825665 5107010.06383445)
3162735662,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ti-Amo,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500391.7218235256 5106945.776205469)
3187745933,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maslac,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500576.400858752 5107021.14589741)
3162795861,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makedonsko Sonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500600.0005908003 5106848.958299564)
3187753091,,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uni banka,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500554.8048775382 5106761.376173568)
3162751062,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500569.6103698136 5106754.226647539)
3187756278,,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komercijalna banka,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500578.8498875494 5106742.161834435)
3162778861,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karagjoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500563.376478329 5106693.306943811)
3187745505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptun,,,,,,,,,,,,,,,electronics,,,,,,,,,,,,,POINT (2500492.243323712 5106775.824190336)
3187745909,,,,,,,,vending_machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500514.9191039866 5106760.854853779)
3187758572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,POINT (2500513.950624417 5106761.376173568)
3187758467,,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stopanska banka,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500521.0750718275 5106787.889045742)
3187744313,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500472.9850518047 5106782.973732454)
3189871864,,,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elektro-tehnicki fakultet,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500443.819345217 5106806.507679523)
7916401102,,,"34",,,,,driving_school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avto Skola START,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500455.5524195465 5106774.573021013)
3162778862,,,,,,,,parking,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500392.167101489 5106804.8692383)
3162779661,,,,,,,,parking,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500451.945668045 5106836.744417719)
3189840462,,,,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500424.449753819 5106872.343458161)
3187745226,,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NLB Tutunska banka,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500422.446002985 5106891.260156795)
3187755690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rial,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,POINT (2500412.8725267765 5106905.708369051)
3162735462,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fast Food Melani,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500441.4816359105 5106898.8566368185)
3162741161,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grill Melani,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500418.327181825 5106936.8391270945)
3187756131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karpos,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,POINT (2500290.1984479222 5106862.363797524)
3187746729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tire store and repair,,,,,,,,,,,,,,,car_parts,,,,,,,,,,,,,POINT (2500278.175942917 5106727.71386833)
3187758521,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500280.624971714 5106949.053136293)
6906971757,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,telecommunication,,,,,,,,,,,,,POINT (2500251.8711472424 5107065.41469589)
6906971756,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZEGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500253.062265794 5107041.239616773)
3187746716,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500251.681904108 5107078.939658886)
3162746561,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500256.6912811934 5107168.907959395)
4332551511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pitch,,,,,спортско Игралиште (ширинката),,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,POINT (2499794.893505587 5107356.235391443)
3162790461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,car_repair,,,,,,,,,,,,,POINT (2499057.112448405 5105774.494044012)
3162772766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,car_repair,,,,,,,,,,,,,POINT (2499164.8697154927 5105722.069699403)
3162794861,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond disco,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2499772.5628157337 5106127.323286937)
6906971759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PANORAMA,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,POINT (2499922.1094196653 5106258.539158272)
3162794961,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Maria pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2499878.3163319873 5106295.476526126)
10998124790,,,"32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ј.П. ""Плаваја""",,water_utility,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2500058.297684702 5106176.205085245)
3162785061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kit Go,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,POINT (2500540.222024244 5106076.088518685)
3162785461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valentina,,,,,,,,,,,,,,,hardware,,,,,,,,,,,,,POINT (2500550.352097906 5106017.705046312)
6906971755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stil,,,,,,,,,,,,,,,car_parts,,,,,,,,,,,,,POINT (2500476.769914492 5106026.596587936)
6906971753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEKTROMEHANIKA,,,,,,,,,,,,,,,electronics,,,,,,,,,,,,,POINT (2500305.7720446843 5105806.753030146)
3162786962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martina - promet,,,,,,,,,,,,,,,hardware,,,,,,,,,,,,,POINT (2500187.561877411 5105894.683891771)
3162787161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hardware,,,,,,,,,,,,,POINT (2500230.6425203476 5105761.387931023)
3162786961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SETEC,,,,,,,,,,,,,,,electronics,,,,,,,,,,,,,POINT (2500389.795996335 5105864.047997113)
6906971752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEPTUN,,,,,,,,,,,,,,,electronics,,,,,,,,,,,,,POINT (2500413.1396935545 5105909.979535464)
5761894853,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,sports_centre,,,,,Judo and Aerobic Sensei,,,,,,,,,,,,,,,,judo,,,,,,,,,,,,POINT (2500429.28101972 5105894.341341118)
9868854476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2500569.0760362577 5105347.005692899)
9868854487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2500567.2837924557 5105395.675020236)
9868854475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2500264.8176040216 5105101.279992151)
9868854486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2500246.9062979524 5105139.791495509)
9868854485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2499859.0469281306 5105060.966685239)
9868854473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2499959.668615859 5105041.562150493)
9868854484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2499590.021114731 5105005.43378122)
2257911389,,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makpetrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2499814.7529027443 5105415.497268013)
2257911413,,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lukoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2499771.1601901497 5105462.975515487)
6906971730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAM,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,POINT (2499717.71570262 5105448.603938384)
6906971754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITKA,,,,,,,,,,,,,,,car_repair,,,,,,,,,,,,,POINT (2499528.7619989472 5105614.1092164675)
5801627453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_tap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2498694.756373924 5105590.90583897)
3162787162,,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jovan Petrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2498695.4354228177 5105595.626932417)
3162791061,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2498711.799387965 5105655.199288911)
9868854478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2498686.8081622813 5105300.436466524)
9868956796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2498657.007934596 5105386.128783278)
9868854483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2498927.1692068023 5105162.189594798)
9868854479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2498913.4323816383 5105112.925759163)
9868854470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2498799.6749939965 5104797.914227041)
9868854472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2499221.2753014783 5104887.191016949)
9868854471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2499103.031738357 5104861.815177715)
9868854480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2499127.8114570077 5104933.17745048)
9868854482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2499209.0301574906 5104924.808141455)
9868854474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2499476.8648523395 5104938.851310034)
9868854477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2500811.218192631 5105539.003750198)
9868854488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2500870.9410994416 5105634.542532432)
9868854501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2500925.8772681486 5105583.786970594)
9868854502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2501148.9169999016 5105466.743404026)
9868854489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2501245.954200026 5105518.689780948)
9868854503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2501450.782063086 5105301.330021666)
9868854504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2501896.8726585414 5105055.292753523)
9868854490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2501737.129189253 5105362.538747004)
9868854491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2502199.038284351 5105215.340612657)
9868854492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2502631.3809226938 5105081.562638773)
9868854505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2502299.0588468285 5104836.737242859)
10067771959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wastewater_plant,,,Prechistitelna Stanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2501760.4283586764 5104338.602358856)
9868854506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2502726.9264416415 5104599.959494989)
9868854507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2503150.908986226 5104368.250571494)
9868854508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2503563.5480746985 5104143.426781718)
9868854509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2504005.753619926 5103899.19113847)
9868854510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2504426.7528021573 5103673.455145739)
9868854496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2504558.432627816 5104467.38139769)
9868854495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2504019.49044509 5104637.277663135)
9868854494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2503620.577049832 5104767.460532776)
9868854493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2503092.3883299157 5104932.283929596)
2026170161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Раклиш,,,,,hamlet,,,,,,,,,,,,,,,,,,,,,,,POINT (2502880.3024360565 5105680.472972827)
4701925194,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ООУ Кирил и Методиј,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2506374.3986130757 5105252.318644808)
1827270505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ораовица,,,,,village,,,,,,,,,,,,,,,,,,,,,,,POINT (2506209.857273734 5104898.211061914)
9868854498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2505424.3201550026 5104192.387826357)
9868854497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2504960.6188161033 5104341.089171769)
9868854500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2506227.501413025 5103937.995630519)
9868854499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2505843.527093432 5104058.028476761)
9868956798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2506581.9760675584 5104140.135917534)
9868854516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2506485.4732009894 5101895.701614049)
9868854515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2506189.285431836 5102216.975054961)
9868854514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2505874.574099414 5102553.772865203)
9868854513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2505551.213242558 5102899.828464807)
9868854512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2505265.177810964 5103207.973308655)
9868854511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2504862.089934802 5103430.109945723)
1827270269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Калуѓерица,,,,,village,,,,,,,,,,,,,,,,,,,,,,,POINT (2506400.94831163 5096891.431204945)
1827282820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Сулдурци,,,,,village,,,,,,,,,,,,,,,,,,,,,,,POINT (2503090.273259591 5098620.81427707)
1827282836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Воиславци,,,,,village,,,,,,,,,,,,,,,,,,,,,,,POINT (2501437.323536649 5099480.733275336)
1827270431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ињево,,,,,village,,,,,,,,,,,,,,,,,,,,,,,POINT (2496865.4320497694 5103082.829218634)
1827270521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Дедино,,,,,village,,,,,,,,,,,,,,,,,,,,,,,POINT (2496148.8350916854 5096886.654868936)
5800810554,,,,,,,,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (2496226.3134572776 5096385.286704087)
1827282873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Габревци,,,,,village,,,,,,,,,,,,,,,,,,,,,,,POINT (2491213.8750855834 5095950.479314373)
2026207829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Погулево,,,,,hamlet,,,,,,,,,,,,,,,,,,,,,,,POINT (2490868.9405114115 5102135.702875893)
9868854453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2491345.9333975115 5106171.394342681)
9868854452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2490818.635233522 5106392.348427242)
9866191346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2490458.70592394 5106539.847604143)
9868854454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2491823.07099895 5105978.504914082)
9868854455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2492171.812699707 5105833.397306801)
9868854460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2494146.275375958 5105017.079431984)
9868854459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2493803.1998372823 5105159.494076095)
9868854458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2493243.062423509 5105390.298745211)
9868854457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2492867.147635049 5105544.975827047)
9868854456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2492597.8212590236 5105656.643923147)
9868854462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2495135.7720657215 5104608.015799141)
9868854461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2494619.8284897925 5104821.205039326)
9868854465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2496377.8749439926 5104285.247719591)
9868854464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2496074.818762257 5104219.861514577)
9868854463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2495623.651998021 5104406.178378271)
9868854466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2497011.761520417 5104419.312424018)
9868854467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2497459.343797049 5104513.663648045)
9868854468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2497848.3942854227 5104597.859793909)
9868854469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,POINT (2498177.4324363098 5104665.348288222)
